time,iou,precision,recall
9563.660862,0.8035714285714286,0.8035714285714286,1.0
6610.434524,0.783625730994152,0.783625730994152,1.0
19325.805407,1.0,1.0,1.0
6017.591104,0.9642857142857143,0.9642857142857143,1.0
64667.494925,0.75,1.0,0.75
16888.536895,0.41702127659574467,0.4224137931034483,0.9702970297029703
26529.012697,0.881578947368421,0.9305555555555556,0.9436619718309859
38468.608178,0.43683083511777304,0.4722222222222222,0.8535564853556485
21091.012296,0.7142857142857143,0.8333333333333334,0.8333333333333334
61471.305369,0.9574468085106383,1.0,0.9574468085106383
60078.49254,0.5245901639344263,1.0,0.5245901639344263
37021.203144,0.7804878048780488,0.8205128205128205,0.9411764705882353
34831.093811,0.7777777777777778,0.8333333333333334,0.9210526315789473
6623.340892,0.8203125,0.8203125,1.0
6330.179692,0.7666666666666667,0.7666666666666667,1.0
94933.56738,0.8571428571428571,0.8571428571428571,1.0
77192.522047,0.75,1.0,0.75
21801.661105,0.41702127659574467,0.4224137931034483,0.9702970297029703
30428.679236,0.881578947368421,0.9305555555555556,0.9436619718309859
42310.605214,0.43683083511777304,0.4722222222222222,0.8535564853556485
22043.077269,0.7142857142857143,0.8333333333333334,0.8333333333333334
58479.896396,0.9574468085106383,1.0,0.9574468085106383
55370.104405,0.5245901639344263,1.0,0.5245901639344263
36384.728628,0.7804878048780488,0.8205128205128205,0.9411764705882353
35545.211707,0.7777777777777778,0.8333333333333334,0.9210526315789473
6754.011837,0.8203125,0.8203125,1.0
6637.045684,0.7666666666666667,0.7666666666666667,1.0
97028.936829,0.8571428571428571,0.8571428571428571,1.0
17979.155004,0.42857142857142855,1.0,0.42857142857142855
27344.720108,0.8666666666666667,1.0,0.8666666666666667
26800.561275,0.4482758620689655,0.9285714285714286,0.4642857142857143
22433.172836,0.0,nan,0.0
26032.325789,1.0,1.0,1.0
29247.469225,0.8367346938775511,0.9111111111111111,0.9111111111111111
25988.997592,0.8157894736842105,0.9393939393939394,0.8611111111111112
21289.899798,0.8181818181818182,1.0,0.8181818181818182
